Crowsocj,Official Blu Jays Media Manger#8962,346778676471267328,1,,
mongster_03,mongster_03#3405,302242686281318400,1,,
JustinQuan,JustinQuan#3795,311241666067431424,1,,
AncientSphere,ColorMaster#3072,340315725556088843,1,,
tigerfan895,Tigerfan895#1214,301769120783925258,1,,
TheXekutioner,The Xekutioner#6921,385236196659560448,1,,
KigerWulf,KigerWulf#4308,308005533028319232,1,,
Tsimaskillz,tsimaskillz#3401,511617020408889354,1,,
whatsinanaam,stout#5458,396066486168584212,1,,
Ramzavail05,Ramzavail#6648,398562977814413322,1,,
oogadebob,oogadebob#9787,319330358636314634,1,,
manticorum67,manticorum67#3673,258104532423147520,1,,
codomojump,jhahn_ttahmus#7940,512767921815027713,1,,
vesteele,Kaluunit#2406,230804103079526400,,1,
dianaswrld,dianaswrld#4135,514543440709812245,1,,
mak0shark7,"Calvin ""mak0shark"" Huff- FA P#5639",507717034893901824,1,,
Dodger_Rej3ct,Ashen_1#2320,298870267499773952,1,,
Huskie1997,Jpulto#1431,268566559746686986,1,,
androidsen,androidsen#8466,378210771005341698,1,,
revilingneptune,LaPrince Frye#5785,416715978391420928,1,,
conceitedmoose,lemonsqueegee#4322,201802131106168843,1,,
Riles_McGiles,RilesMcGiles#3103,372578681006063617,1,,
geothearch,Geo#4579,372553093331812352,1,,
dyslexda,dyslexda#0531,202278109708419072,1,1,1
Kartov4,Kartov#2854,90629680868134912,,,
Nola2Tx41,NolaGumbeaux41#8934,470202656992919553,1,,
Subbotnik,Avdo#9090,131978039763402752> - GM ping for Rascal Alex,1,,
MLFBLidous,Cal#3838,485723834075316224,1,,
club_toasty,Club_toast#4313,148580118179217410,1,,
Ramblingwreckfromgt,DylanG5#4899,172167687143817217,1,,
Cringe23,CringE#0294,206526330861387776,1,,
huskerfan90001,Drew Ekstrum#1125,294335981442564096,1,,
GSchlim,GSchlim,355934424061181972,1,,
XemyrLexasey,XemyrLeBeau,153721741129023488,1,,
ATLien20,True #9380,399299351802937344,1,,
Jzkitty21,JZKITTY#3143,254774534274547713,1,,
strategygameventures,Naki#2555,208429483059970050,1,,
Wazzup44,Wazzup44#3094,140944286282678273,1,,
jackvd_,jackvd#1878,383444903344078848,1,,
iNatro,#0340,501849193338503168,1,,
Kyounggun,Kyounggun#9129,273639536804757514,1,,
PrankishPoet,Poet#0643,203362581363032064,1,,
therealduke96,natetheduke#5754,235564193112260608,1,,
MattA2930,matt2930#7229,484386566249119760,1,,
CaptRazzlepants,HolyHamGrenade#5701,92127213410865152,1,,
Matt5516,Matt55,178316162185166855,1,,
CostliestPrism0,Jurd#9852,246828880848093185,1,,
_a_moo_point_,Jaysword#3811,443829816752340994,1,,
umperorpalpatine,howiejriii,368414494772428801,1,,
Gibviking32,ReedGibson,485217045408120833,1,,
baer89,Redwagon#1602,88061817925935104,1,,
Willand714,Willand714,593042150447382529,1,,
Peglegbonesbailey,Peglegbonesbailey,227953127452704782,1,,
DingerSampson,Dinger Sampson#6496,387226344393670656,1,,
Coorvu,Diego#5535,159766338833874944,1,,
PrinceCrinkle,aidanfergie#7553,323992643929374721,1,,
Dochobbes,Dochobbes,558335911818035203,1,,
TBKLarry,TBKLarry#1903,206833217678868480,1,,
Zouol,Calluna#0305,189893705786720256,1,,
Ashbymtg,Keyo,114529305219956739,1,,
givemdaeephus,givemdaeephus#5189,592166200750899200,1,,
SoneRandomUser,SoneRandomPerson#2533,223980930975399937,1,,
DaveyClarkman4Prez,msnmllr,404782639824764951,1,,
JascosRS,rongboy#8588,443280943579660288,1,,
Axel323,Axel323#7236,217141905807376385,1,,
Peterdkidk,OniR1#2332,552839183413018624,1,,
Juniped,Juniped,121871011091185664,1,,
Sandsrashu,pelochyta #9978,139926308644847616,1,,
wiulamas,Jslamas,197068139073110016,1,,
EricS53,EricS53 #2544,213354112434044931,1,,
SenorBlaze,Mottyice#9677,247260486339395585,1,,
thefrowntownclown,frowntownclown#6523,96948103130656768,1,,
Xianthres,Xianthres,264255447786192896,1,,
AuraxisKnight,Vecinzz#9675,326127044163403776,1,,
Ticanaru,Tica#3609,116109126832095239,1,,
qomsday,Qomsday#7405,349359777220001793,1,,
Dentonoff,Dentonoff#3915,631554330356613120,1,,
klittle6,kaylittle6,476558347634475028,1,,
MiguelSlamdujar,Dbon#2576,291738770313707521,1,,
superking144,ChakraPilates,644325646486732810,1,,
thedarkonesarehere,Woj#6097,263888354179809280,1,,
AlternateShapes,Declan#0676,671474346606198820,1,,
Am3yankees3,Andrew3#2319,402249979651031052,1,,
thelordstrum,Tyburn#0651,334144448873365504,1,,
RedArrow12c#7693,RedArrow12c #7693,272034904127045633,1,,
Brodicium,VoxBarbarian#7332,251117327792209920,1,,
thechillinpill,Chill#1991,188872774553567242,1,,
Pyrolola,pyrolola#2993,293180794124632074,1,,
Hartman_,Slingblade#8693,389269825425375233,1,,
CaptainSolo96,CaptainSolo96#0006,250094459721613315,1,,
OxygenIsForLiving,Ranitall#0646,183195160358813697,1,,
cardinalidae,Jeff Steelflex#0352,187009663487836162,1,,
rubachikin,rubachikin#8277,373703526347440129,1,,
Druidicdwarf,LefLop#4771,246762932703068162,1,,
Carsman45678,kiddingsoda#0677,493941633138556939,1,,
El_Gato_Grande,BigCat#0237,285097851631960064,1,,
Deathwing_Dragonlord,Reno#1997,240572831333613569,1,,
lakers4life1214,RockM888#6275,554004612797956106,1,,
Henson77247,Dukemarriot#0179,352849361920851968,1,,
WorldyTrip54,Fakecfbillinoisstae#5952,612494299120140295,1,,
North-SwisGameMaster,"North, The Greatest Showman",237633230084374528,1,,
fermatajack,fermatajack,294497117467181056,1,,
zman2143,KrazyPolishBoy,255477872880254976,1,,
SarcasticCroissant,elated potato#1373,240919142507479040,1,,
schauera30,andrews#4302,261036761109495808,1,,
Slowlow24,Slowlow24,341365184021004290,1,,
Ellispianimal,Russel #6507,282220049090215946,1,,
aapoquidam,aapoquidam#4497,613531591062323200,,,
Hallmonitor_20,Hallmonitor_20#2799,608356413269606505,1,,
vinnymac44,Vinny #3614 I believe,332741384446410755,1,,
JonesLV426,ChickenSteaksHeavyWeights,675178744864047104,1,,
I_am_the_black_sheep,I am the black sheep,412709586257313813,1,,
BBfriendshipexpress,Bambino2.0#4658,675859449508003875,1,,
Pirated555,BillyShake#4067,344569430132391938,1,,
garglenutz,GargleNutz#7309,544267009395916813,1,,
Bearded_wildcard,Wildcard09,438226264608735232,1,,
mile114,mile114#1245,466035881682141185,,,
celtigoon,as334#2217,149311407907799041,1,,
SemiCharmedMike,SemiCharmedMike#9629,193883917055557642,,,
jlh2b,jlh2b#5197,268216874880204802,,,
lava172,Turk#0172,203412994720399360,1,,
Joester09,Joester09#1816,144969605977341953,1,,
cjoneil88,Pantheon - Chris#8426,443892188775055370,1,,
tbeowulf,tbewulf#3297,238836526409187338,1,,
mkwiiallpro,michael#9947,241371232983973888,1,,
dahdscear,Haniger's Grenade#9160,545406706038079520,1,,
DutifullyPurple,DutifullyPurple,267524720470130690,1,,
ghosthardware515,sarah_#4781,167796704739983360,1,,
ClubKiller,bob124#6969,555157292408897567,1,,
Ocelot_Tuga,Arujento#7149,326427060438433792,1,,
close_,mack#0894,281586814471634945,1,,
benevolentantagonist,Holibean :sauropod:#1337,,1,,
ItsJustFruity,ItsJustFruity#8827,202273074261917697,1,,
Drag0nG0ld8,Drag0nG0ld008#5755,322858095590244353,1,,
Petralikesbaseball,Petralikesbaseball#0016,158306211568025600,1,,
consemmae,Ewell,211243192358535171,,,
Toli820,Poe#8888,136843419321368576,,,
Megatomic,Megatomic#1337,201806047478939649,1,1,
ClintonBalls,Alch233,358438289344299008,,,
steelermade28,steelermade28#8041,198821468317024256,,,
timland33,timland33#8053,225468192443727873,1,,
TriAsian,tristan#7232,190996042051878913,1,,
Bdu754,Bdu754#3704,243912771027206155,1,,
dogwoodmaple,dogwoodmaple#1747,552159012288856084,1,,
dpz1156,DPZ1156#7914,366942633916104705,1,,
Twilight_Ike_Galaxy,Big Botto m#1067,121792167361511424,1,,
skindog44,Ioe#4493,130834533460344832,1,,
,kickthepony#5274,211904717981220865,,,
entenduintransit,megalo#7735,350765214288838666,1,,
superfish1205,superfish1205#8463,182233101349421067,1,,
science_shard,base_coin#0111,179396505189351425,1,,
Not_Really_Jon_Snow,DefinitelyWheeler#4417,255311391186092032,1,,
Zpheldin,Zpheldin#4429,142120199242514432,1,,
Pieanator,Pieanator#7542,148920755189579776,1,,
barnsley1001,Barno#4078,86858721061269504,1,,
ConstantQuarreling,ConstantQuarreling#0175,383477937699029003,1,,
mpbeast-07,MU | Teztify#9523,473845222514884610,1,,
2Close_4Missiles,Dan_Gerzone,358438389160345600,1,,
teinert,MattDaddio,209183193436258304,1,,
Silky_Mango,SilkyMango#9987,378622205883580417,1,,
MichaelTruly,Truly#6240,215497862904020992,,,
kegs_is_great,kegs#5639,144267007175426048,1,,
zatch17,Dakota Carolina Montana,276829932439470081,1,,
door_nav,door_nav,340541260672532482,1,,
AZhawk,Tenny1917,477216596667006996,1,,
MN_Moosey,Moosey#7461,148425866588848128,1,,
LaDfBC,LaDfBC#1246,181238139539423232,1,,
debater3301,debater3301#5782,262709484810534914,1,,
gamr1021,brian_taylor#4987,263736081000824832,1,,
BigVolDaddy,BigVolDaddy#7470,165574358390145034,1,,
Voldirun,Voldirun8646,,1,,
Dart31AF,Dart#5537,671538823662010394,1,,
Therealslimcampbell ,CaptainCC ,531710311523418132,1,,
mrmouseman,Hot Diggity Dog#2030,231952127931580416,1,,
SchubyDoo,Schuby#0001,132736488675737600,1,,
duexmachina,Britt O'War#9333,512103892033470506,1,,
mvh1015,mvh1015#6260,140306370359459840,1,,
